code,name,produkmui,manufacture,cert_code,nilai,label,ingredients,ingredients_lama,ing0,ing1,ing2,ing3,ing4,ing5,ing6,ing7,ing8,ing9,ing10,ing11,ing12,ing13,ing14,ing15,ing16,ing17,ing18,ing19,ing20,ing21,ing22,ing23,ing24,ing25,ing26,ing27,ing28,ing29,ing30,ing31,ing32,cert_bodies,expired,cert_bodyname,homepage,location,status
537,Sedaap Mie Instant Ayam Bwg Telur,Mie sedaap instant mi kuah rasa ayam bawang telur,Prakarsa alam segar pt.,00090036380805,"0,3571428571",1,"tepung terigu,minyak nabati,antioksidan tbhq,pengemulsi pati asetat,garam,pengental nabati,pengatur keasaman,Pewarna Tartazin,zat besi,garam,gula,penguat rasa,mononatrium glutamat,bubuk bawang merah,perisa artifisial ayam,lada bubuk,perisa identik alami bawang putih,daun bawang,vitamin a,vitamin b,vitamin b,vitamin b,vitamin b,niasin,asam folat,Cabai bubuk,minyak nabati,antioksidan tbhq,bawang merah,telur ker","mi: tepung terigu, minyak nabati (mengandung antioksidan tbhq), pengemulsi pati asetat, garam, pengental nabati, pengatur keasaman, pewarna (tartrazin ci) dan zat besi. bumbu : garam, gula, penguat rasa (mononatrium glutamat), bubuk bawang merah, perisa artifisial ayam, lada bubuk .%, perisa identik alami bawang putih, daun bawang, vitamin a,b,b,b,b, niasin, asam folat. cabe bubuk .%. minyak : minyak nabati (mengandung antioksidan tbhq dan bawang merah .%. pelengkap : telur ker",mi tepung terigu, minyak nabati mengandung antioksidan tbhq, pengemulsi pati asetat, garam, pengental nabati, pengatur keasaman, pewarna tartrazin ci dan zat besi bumbu  garam, gula, penguat rasa mononatrium glutamat, bubuk bawang merah, perisa artifisial ayam, lada bubuk , perisa identik alami bawang putih, daun bawang, vitamin a,b,b,b,b, niasin, asam folat cabe bubuk  minyak  minyak nabati mengandung antioksidan tbhq dan bawang merah  pelengkap  telur ker,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
538,Good Mood Minuman Ekstrak Buah Lemon & Madu,Good mood - minuman rasa lemon dan madu,Pt. suntory garuda beverage,00120063421212,"0,3571428571",1,"air,sirup fruktosa,gula,pengatur keasaman,asam sitrat anhidrat,Trinatrium Sitrat,asam laktat,asam malat,Perisa Alamii,lemon,madu,mint,ekstrak madu,perisa sintetik lemon,antioksidan tokoferol,ekstrak lemon,Antioksidan Asam Askorbat","air, sirup fruktosa, gula, pengatur keasaman (asam sitrat anhidrat, trinatirum sitrat, asam laktat, asam malat), perisa alami (lemon, madu, mint), ekstrak madu .%, perisa sintetik lemon (mengandung antioksidan tokoferol), ekstrak lemon .%, antioksidan asam askorbat.",air, sirup fruktosa, gula, pengatur keasaman asam sitrat anhidrat, trinatirum sitrat, asam laktat, asam malat, perisa alami lemon, madu, mint, ekstrak madu , perisa sintetik lemon mengandung antioksidan tokoferol, ekstrak lemon , antioksidan asam askorbat,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
539,Indomie Mi Instan Soto Padang,Indomie mi instan rasa soto padang,Pt. indofood cbp sukses makmur tbk divisi noodle,00090000300799,"0,3571428571",1,"tepung terigu,minyak nabati,tepung tapioka,garam,pestabil,nabati,fosfat,pengatur keasaman,mineral,antioksidan,pewarna,tartrazin ci,garam,gula,tvp,daun bawang,bawang putih bubuk,bawang merah bubuk,Pewarna Karamel,perisa sintetik sapi,lada bubuk,ekstrak ragi,vitamin,Cabai bubuk,minyak nabati,bumbu soto padang,bawang goreng","mie: tepung terigu, minyak nabati, tepung tapioka, garam, pestabil (nabati & fosfat), pengatur keasaman, mineral, antioksidan, pewarna (tartrazin ci ). bumbu: garam, gula, penguat rasa tvp, daun bawang, bawang putih bubuk, bawang merah bubuk, pewarna karamel kelas , perisa sintetik sapi, lada bubuk, ekstrak ragi dan vitamin. cabe bubuk. minyak: minyak nabati dan bumbu soto padang. bawang goreng",mie tepung terigu, minyak nabati, tepung tapioka, garam, pestabil nabati  fosfat, pengatur keasaman, mineral, antioksidan, pewarna tartrazin ci  bumbu garam, gula, penguat rasa tvp, daun bawang, bawang putih bubuk, bawang merah bubuk, pewarna karamel kelas , perisa sintetik sapi, lada bubuk, ekstrak ragi dan vitamin cabe bubuk minyak minyak nabati dan bumbu soto padang bawang goreng,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
540,Gaga Mie Goreng 100 Extra Pedas Jalapeno,Gaga 100 mi instan goreng rasa ekstra pedas jalapeno,Pt. jakarana tama,00090012840700,"0,3571428571",1,"tepung terigu,minyak nabati,garam,pengemulsi nabati,pengatur keasaman,penstabil fosfat,antioksidan tbhq,Pewarna Tartazin,garam,Cabai Bubuk,penguat rasa,gula,rempah-rempah,gula,anti kempal,silikon dioksida,hidrolisat protein nabati,minyak nabati,rempah-rempah,lemak sapi,capsicum oleoresin,paprika oleoresin,antioksidan tbhq,pengatur keasaman,asam sitrat,kecap manis","mie: tepung terigu, minyak nabati, garam, pengemulsi nabati, pengatur keasaman, penstabil fosfat, antioksidan tbhq, pewarna tartrazin ci . bumbu: garam, bubuk cabe, penguat rasa, gula, rempah-rempah, gula, anti kempal, silikon dioksida, dan hidrolisat protein nabati. bumbu minyak: minyak nabati, rempah-rempah, lemak sapi, capsicum oleoresin, paprika oleoresin, antioksidan tbhq, pengatur keasaman asam sitrat. kecap manis",mie tepung terigu, minyak nabati, garam, pengemulsi nabati, pengatur keasaman, penstabil fosfat, antioksidan tbhq, pewarna tartrazin ci  bumbu garam, bubuk cabe, penguat rasa, gula, rempahrempah, gula, anti kempal, silikon dioksida, dan hidrolisat protein nabati bumbu minyak minyak nabati, rempahrempah, lemak sapi, capsicum oleoresin, paprika oleoresin, antioksidan tbhq, pengatur keasaman asam sitrat kecap manis,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
543,Tao Kae Noi Big Bang Grilled Seaweed Hot & Spicy,Tao kae noi big bang spicy flavour,Tao kae noi food &amp; marketing public company limited,00100078080816,"0,3529411765",1,"rumput laut,gula,perisa sintetik,hidrolisat protein nabati,Cabai bubuk,garam,dinatrium - guanilat,dinatrium - Inosinat","rumput laut %, gila .%, perisa sintetik .%, hidrolisat protein nabati .%, cabe bubuk .%, garam .%, dinatrium - guanilat, dinatrium - inosinat.",rumput laut , gila , perisa sintetik , hidrolisat protein nabati , cabe bubuk , garam , dinatrium  guanilat, dinatrium  inosinat,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
546,AL Shifa Natural Honey (Squeeze),Al shifa natural honey,Food &amp; fine pastries manufacturing company (sunbulah),00120095120419,"0,3333333333",1,madu,% madu., madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
547,Kraft Sandwich Mini Oreo Mocha,Mini oreo chocolate sandwich cookies with mocha cream,Mondelez indonesia manufacturing,00100039270306,"0,3333333333",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
548,Indomaret Crispy Seaweed Barbeque,Crispy seaweed bbq indomaret,Pt. mitra kilau perkasa,03100011521015,"0,3333333333",1,"rumput laut,minyak kelapa sawit,bumbu barbeque","rumput laut, minyak kelapa sawit, bumbu barbeque.",rumput laut, minyak kelapa sawit, bumbu barbeque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
549,Frozz Candy Blueberry Mint,Frozz blueberry mint ( lokal dan ekspor),Pt. konimex,00110019820402,"0,3333333333",1,"sorbitol,magnesium stearat,perisa bluberry,Menthol,pewarna makanan,karmoisin ci,biru berlian ci","sorbitol (mg/butir), magnesium stearat, perisa bluberry, mentol, pewarna makanan (karmoisin ci , biru berlian ci )",sorbitol mgbutir, magnesium stearat, perisa bluberry, mentol, pewarna makanan karmoisin ci , biru berlian ci ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
551,Regal Marie,Regal biskuit marie,Cv. jaya abadi,00100059831111,"0,3333333333",1,"tepung terigu,mentega asli,lemak tumbuh-tumbuhan,telur,gula pasir,tepung susu,glukosa,garam,soda kue","tepung terigu, mentega asli, lemak tumbuh-tumbuhan, telur, gula pasir, tepung susu, glukosa, garam, soda kue.",tepung terigu, mentega asli, lemak tumbuhtumbuhan, telur, gula pasir, tepung susu, glukosa, garam, soda kue,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
553,Indomaret Cuka,Cuka dapur indomaret,Pt. inkenas agung,00060019690402,"0,3333333333",1,"air matang,asam asetat","air matang, asam asetat",air matang, asam asetat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
554,Budy Jam Selai Cokelat,Selai coklat budy jam,Bersama cipta mandiri pt,01251001090405,"0,3333333333",1,"air,gula,Cokelat bubuk,terigu,lemak nabati,antioksidan tokoferol,whey,susu bubuk,pati jagung termodifikasi,minyak nabati,pengemulsi nabati,mono,digliserida asam lemak,perisa sintetik vanili,Kalium Sorbat","air, gula, cokelat bubuk, terigu, lemak nabati (mengandung antioksidan tokoferol), whey, susu bubuk, pati jagung termodifikasi, minyak nabati, pengemulsi nabati (mono dan digliserida asam lemak), perisa sintetik vanila, pengawet kalium sorbat.",air, gula, cokelat bubuk, terigu, lemak nabati mengandung antioksidan tokoferol, whey, susu bubuk, pati jagung termodifikasi, minyak nabati, pengemulsi nabati mono dan digliserida asam lemak, perisa sintetik vanila, pengawet kalium sorbat,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
559,Minute Maid Juice Guava,Minute maid pulpy guava,Pt. coca-cola bottling indonesia,00120071760115,"0,3333333333",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
561,Frozz Candy Mint,Frozz anggur mint,Pt. konimex,00110019820402,"0,3333333333",1,"Sorbitol,anti kempal magnesium stearat,perisa mint","pemanis buatan sorbitol (%), anti kempal magnesium stearat, perisa mint",pemanis buatan sorbitol , anti kempal magnesium stearat, perisa mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
563,Tango Wafer Vanilla,Casak wafer vanilla,Pt. ceres,00100029330404,"0,3333333333",1,"tepung terigu,gula,lemak reroti,antioksidan askorbil palmitat,tokoferol,susu bubuk full cream,dekstrosa,Pengemulsi Lesitin Kedelai,garam,tepung telur,pengembang,natrium bikarbonat,perisa artifisial vanili","tepung terigu, gula, lemak reroti (mengandung antioksidan askorbil palmitat & tokoferol), susu bubuk full cream, dekstrosa, pengemulsi lesitin kedelai, garam, tepung telur, pengembang natrium bikarbonat perisa artifisial vanila.",tepung terigu, gula, lemak reroti mengandung antioksidan askorbil palmitat  tokoferol, susu bubuk full cream, dekstrosa, pengemulsi lesitin kedelai, garam, tepung telur, pengembang natrium bikarbonat perisa artifisial vanila,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
573,Dua Kelinci Snack Campur Tic Tac Mix,Dua kelinci kacang campur,Pt. dua kelinci,00100017571001,"0,3333333333",1,"tepung tapioka,jagung,kacang koro,bawang putih,minyak sawit,Antioksidan Tbhq,garam,gula,bumbu sambal balado,pewarna makanan kuning fcf,merah alura ci,antioksidan tbhq,penguat rasa,mononatrium glutamat,pemanis buatan, aspartam","tepung tapioka, jagung, kacang koro, bawang putih, minyak sawit, (mengandung antioksadan tbhq), garam, gula, bumbu sambal balado (mengandung pewarna makanan kuning fcf , merah alura ci , antioksidan tbhq), penguat rasa mononatrium glutamat, pemanis buatan aspartam . mg/saji (adi : mg/kg berat badan)",tepung tapioka, jagung, kacang koro, bawang putih, minyak sawit, mengandung antioksadan tbhq, garam, gula, bumbu sambal balado mengandung pewarna makanan kuning fcf , merah alura ci , antioksidan tbhq, penguat rasa mononatrium glutamat, pemanis buatan aspartam  mgsaji adi  mgkg berat badan,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
574,Huwi Silky Pudding Lychee,Huwi silky pudding rasa cokelat,Cv. sinarfood healthindo,15250062676020,"0,3333333333",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
575,Beng-Beng Wafer Chocolate Nuts Almond,Beng-beng nuts almond,Pt. mayora indah tbk,00100014301200,"0,3333333333",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
576,Alpenliebe Candy Choco Mint,Alpenliebe choco mint,Perfetti van melle (vietnam) ltd.,00110051750809,"0,3333333333",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
577,Meiji Biscuit Hello Panda Strawberry,Hello panda cheese,Pt. meiji food indonesia,00100024040303,"0,3333333333",1,"tepung terigu,krim stroberi,pewarna makanan,eritrosin ci,gula,lemak reroti,antioksidan bha,minyak sayur,Amonium,natrium bikarbonat,garam,bumbu asam amino,dinatrium Inosinat,dinatrium guanilat,ekstrak malt,pengemulsi,Ester Asam Lemak,enzim protease,perisa stroberi,pewarna karamel","tepung terigu, krim stroberi (mengandung pewarna makanan eritrosin ci ), gula, lemak reroti (mengandung antioksidan bha), minyak sayur (mengandung ammonium dan natrium bikarbonat), garam, bumbu asam amino (mengandung penguat rasa dinatrium inosinat, dinatrium guanilat), ekstrak malt, pengemulsi (ester sukrosa asam lemak), enzim protease, perisa stroberi, pewarna karamel.",tepung terigu, krim stroberi mengandung pewarna makanan eritrosin ci , gula, lemak reroti mengandung antioksidan bha, minyak sayur mengandung ammonium dan natrium bikarbonat, garam, bumbu asam amino mengandung penguat rasa dinatrium inosinat, dinatrium guanilat, ekstrak malt, pengemulsi ester sukrosa asam lemak, enzim protease, perisa stroberi, pewarna karamel,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
578,Good Time Cookies Chocochips Classic,Cookies good time,Pt. merek indah lestari,09160013010220,"0,3333333333",1,"tepung terigu,Cokelat chips,margarin,gula,mentega,sirup fruktosa,susu bubuk skim,sirup fruktosa,pengembang,natrium bikarbonat,telur,garam,Pengemulsi Lesitin Kedelai,perisa identik alami,vanili,pewarna karamel","tepung terigu, cokelat chips, margarin, gula,mentega, sirup fruktosa, susu bubuk skim, sirup fruktosa, pengembang (natrium bikarbonat), telur, garam, pengemulsi (lesitin kedeleai), dan perisa identik alami vanila dan pewarna karamel.",tepung terigu, cokelat chips, margarin, gula,mentega, sirup fruktosa, susu bubuk skim, sirup fruktosa, pengembang natrium bikarbonat, telur, garam, pengemulsi lesitin kedeleai, dan perisa identik alami vanila dan pewarna karamel,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
581,Mamasuka Bon Nori Spicy,Mamasuka bon nori original,Pt. aneka boga nusantara,00190080261216,"0,3333333333",1,"cabai,bawang merah goreng,minyak jagung,rumput laut kering,biji wijen,gula,bawang putih goreng,minyak wijen,garam gurih,penguat rasa","cabai, bawang merah goreng, minyak jagung, rumput laut kering, biji wijen, gula, bawang putih goreng, minyak wijen, garam gurih, penguat rasa.",cabai, bawang merah goreng, minyak jagung, rumput laut kering, biji wijen, gula, bawang putih goreng, minyak wijen, garam gurih, penguat rasa,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
582,Indofood Sambal Pedas,Indofood sambal pedas (b/t/p),Pt. nugraha indah citarasa indonesia,00060066330913,"0,3333333333",1,"cabai,gula,garam,bawang putih,asam cuka,pati jagung,yeast ekstrak,na,benzoat","cabai, gula, garam, bawang putih, asam cuka, pati jagung, yeast ekstrak dan na, benzoat.",cabai, gula, garam, bawang putih, asam cuka, pati jagung, yeast ekstrak dan na, benzoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
583,Ever Delicious Cookies Cheese,Ever delicious cheese cookies / kukis rasa keju,Ever delicious food industries sdn bhd, 00100068060214,"0,3333333333",1,"minyak nabati,gula,keju bubuk,telur,garam,susu skim bubuk ","minyak nabati , gula , keju bubuk , telur , garam , susu skim bubuk ",minyak nabati , gula , keju bubuk , telur , garam , susu skim bubuk ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
585,Tango Wafer Chocolate,Casak wafer chocolate,Pt. ceres,00100029330404,"0,3333333333",1,"tepung terigu,gula,Cokelat bubuk,susu bubuk,Pengemulsi Lesitin Kedelai,garam,bubuk telur,perisa artifisial vanili","tepung terigu, gula, coklat bubuk, susu bubuk, pengemulsi lesitin kedelai, garam, bubuk telur, perisa artifisial vanila.",tepung terigu, gula, coklat bubuk, susu bubuk, pengemulsi lesitin kedelai, garam, bubuk telur, perisa artifisial vanila,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
588,Kewpie Saus Siram Kecap Ala Jepang,Kewpie salad dressing dengan kecap ala jepang (soy sauce),Pt. kewpie indonesia,00060070010914,"0,3333333333",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
590,Tresno Joyo Madu Tj Murni,Madu tj (tresnojoyo)/ madu tj murni,Pt. ultra sakti,00120065130513,"0,3333333333",1,madu,"madu tj muri adalah % madu pilihan, diproduksi oleh lebah pagi yang fresh dan dipanen saat madu matang, sehingga kualitas madu selalu terjamin.",madu tj muri adalah  madu pilihan, diproduksi oleh lebah pagi yang fresh dan dipanen saat madu matang, sehingga kualitas madu selalu terjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
597,Nestle Cereal Breakfast Combo Pack Koko Krunch,Koko krunch,Nestle philippines inc,00190019790402,"0,3333333333",1,"serealia,tepung gandum,Tepung Gandum,gula,bubuk kakao,sari malt,minyak nabati,mineral,garam,Pengemulsi Lesitin Kedelai,vitamin,perisa vanili,antioksidan tokoferol","serealia (tepung gandum, tepung gandum utuh) gula, bubuk kakao, sari malt, minyak nabati, mineral, garam, pengemulsi lestin kedelai, vitamin, perisa vanila dan antioksidan tokoferol",serealia tepung gandum, tepung gandum utuh gula, bubuk kakao, sari malt, minyak nabati, mineral, garam, pengemulsi lestin kedelai, vitamin, perisa vanila dan antioksidan tokoferol,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
599,Nestle Cereal Breakfast Combo Pack Honey Stars,Honey stars,Nestle philippines inc,00190019790402,"0,3333333333",1,"serealia,semolina jagung,Tepung Gandum,tepung oat,tepung beras,gula,sirup,glukosa,minyak nabati,madu,mineral,premiks vitamin,garam beryodium,perisa identik alami,vanili,madu,Pewarna Beta Karoten Ci,antioksidan tokoferol,susu sapi,susu bubuk skim,mineral,Pengemulsi Lesitin Kedelai,premiks vitamin","serealia % (semolina jagung, tepung gandum utuh, tepung oat, tepung beras), gula, sirup, glukosa, minyak nabati, madu, mineral, premiks vitamin, garam beryodium, perisa identik alami (vanila, madu), pewarna makanan beta karoten cl  dan antioksidan tokoferol. nestle dancow instant: susu sapi, susu bubuk skim, mineral, pengemulsi lesitin kedelai, premiks vitamin.",serealia  semolina jagung, tepung gandum utuh, tepung oat, tepung beras, gula, sirup, glukosa, minyak nabati, madu, mineral, premiks vitamin, garam beryodium, perisa identik alami vanila, madu, pewarna makanan beta karoten cl  dan antioksidan tokoferol nestle dancow instant susu sapi, susu bubuk skim, mineral, pengemulsi lesitin kedelai, premiks vitamin,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
601,Mister Potato Snack Crisps Ghost Pepper,Mister potato crisps x daebak ghost pepper black crisps,Kilang makanan mamee sdn bhd (subang),00100084710917,"0,3333333333",1,"serpihan kentang,pengawet,natrium metabisulfit,minyak goreng kelapa sawit,antioksidan bha,pati tapioka,pengawet sulfit ,Cabai bubuk,penguat rasa,mononatriuml-glutamat,garam,gula pasir,kecap bubuk,gandum,pengemulsi,pewarna alami,karbon tanaman,rempah","serpihan kentang (mengandung pengawet natrium metabisulfit), minyak goreng kelapa sawit (mengandung antioksidan bha ), pati tapioka ( mengandung pengawet sulfit ), cabe bubuk (,%) penguat rasa mononatriuml-glutamat, garam, gula pasir, kecap bubuk ( mengandung gandum), pengemulsi, pewarna alami karbon tanaman, rempah",serpihan kentang mengandung pengawet natrium metabisulfit, minyak goreng kelapa sawit mengandung antioksidan bha , pati tapioka  mengandung pengawet sulfit , cabe bubuk , penguat rasa mononatriumlglutamat, garam, gula pasir, kecap bubuk  mengandung gandum, pengemulsi, pewarna alami karbon tanaman, rempah,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
602,Mariza Jam Srikaya,Srikaya jam mariza ( retail ),Pt. marizarasa sarimurni,00250001290597,"0,3333333333",1,"gula pasir,santan,telur,terigu,pandan,garam,vanili,kalium sorbat,zat Pewarna Tartazin,zat perwarna kuning fcf ci","gula pasir, santan, telur, terigu, pandan, garam, vanili, kalium sorbat, zat pewarna (tartrazin ci , kuning fcf ci )",gula pasir, santan, telur, terigu, pandan, garam, vanili, kalium sorbat, zat pewarna tartrazin ci , kuning fcf ci ,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
606,Munchy's Salted Choco Sandwich Lexus Chocolate Cream,Lexus salted chocolate sandwich Â ,Munchy food industries sdn bhd, 00100069220614,"0,3333333333",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
