code;name;produkmui;nilai;label;ingredients;ing0;ing1;ing2;ing3;ing4;ing5;ing6;ing7;ing8;ing9;ing10;ing11;ing12;ing13;ing14;ing15;ing16;ing17;ing18;ing19;ing20;ing21;ing22;ing23;ing24;ing25;ing26;ing27;ing28;ing29;ing30;ing31;ing32;cert_bodies;expired;homepage;location
319;Kusuka Keripik Singkong Ayam Lada Hitam;Keripik singkong kingkong rasa ayam lada hitam;4,16667E+15;0;singkong,minyak kelapa sawit,gula,bumbu rasa ayam lada hitam,natrium glutamat,garam;singkong; minyak kelapa sawit; gula; bumbu rasa ayam lada hitam natrium glutamat,garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Indomaret Keripik Buah Nangka;Keripik nangka darsa;4;0;buah apel,minyak nabati;buah apel; minyak nabati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Indofood Saus Tomat;Saus tomat akasia;4;0;air,gula,tomat,garam,pengental nabati,pengatur keasaman,pengawet,natrium benzoat,natrium metabisulfit,perisa,seledri,anti a-tokoferol;air; gula; tomat; garam; pengental nabati; pengatur keasaman; pengawet natrium benzoat; natrium metabisulfit; perisa seledri; anti atokoferol;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Abc Kecap Manis Reffil;Kecap segitiga manis;4;0;gula,air,garam,kedelai,biji gandum,pengawet natrium benzoat;gula; air; garam; kedelai; biji gandum; pengawet natrium benzoat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Goldenfil Jam Strawberry;Strawberry jam;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Indomaret Keripik Buah Salak;Keripik salak darsa;4;0;buah salaj pondoh,minyak nabati;buah salaj pondoh; minyak nabati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Mogu-Mogu Minuman Nata De Coco Grape;Arora minuman nata de coco;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Mogu-Mogu Minuman Nata De Coco Coconut;Arora minuman nata de coco;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;Indomaret Keripik Balado;Balado kentang zacky;4;0;ubi kayu,cabai,minyak nabati,gula,jeruk nipis,bawang;ubi kayu; cabai; minyak nabati; gula; jeruk nipis,bawang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Indomaret Bumbu Lada Putih;Lada alam lada putih;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Garuda Kacang Atom;Kacang atom;4;0;tepung tapioka,kacang tanah,minyak nabati,bawang putih,gula,garam,penguat rasa mononatrium glutamat,pemanis buatan,asesulfam-k ppm,adi,Aspartam,adi,;tepung tapioka; kacang tanah; minyak nabati; bawang putih; gula; garam; penguat rasa mononatrium glutamat; pemanis buatan asesulfamk ppm adi  mgkg berat ba,; aspartam ppm adi  mgkg berat ba,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;Chocolatos Chocolate Drink;Drink chocolatos;4;0;air,gula,krimer nabati,kakao bubuk,maltodekstrin,susu skim bubuk,whey bubuk,pengemulsi nabati,perisa sintetik,penstabil,garam;air; gula; krimer nabati; kakao bubuk; maltodekstrin; susu skim bubuk; whey bubuk; pengemulsi nabati; perisa sintetik; penstabil; garam;;;;;;;;;;;;;;;;;;;;;;;;;;
340;Chocolatos Chocolate Drink;Drink chocolatos;4;0;gula,Dekstrosa,monohidrat,cokelat bubuk,whey bubuk,krimer nabati,susu bubuk full cream,ekstrak malt,pengental nabati,garam,perisa identik alami Vanili,perisa alami susu,perisa identik alami cokelat italia;gula; dektrosa; monohidrat; cokelat bubuk; whey bubuk; krimer nabati; susu bubuk full cream; ekstrak malt; pengental nabati; garam; perisa identik alami vanila; perisa alami susu; perisa identik alami cokelat italia;;;;;;;;;;;;;;;;;;;;;;;;
341;Gingerbon Permen Jahe;Permen kopyos jahe;4;0;gula,tepung tapioka,jahe,lemak nabati;gula; tepung tapioka; jahe; lemak nabati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;Rebo Kuaci Green Tea;Tema green tea;4;0;biji bunga matahari,garam,perisa artifisial rempah - rempah rempah,perisa artifisial teh hijau;biji bunga matahari; garam; perisa artifisial rempah  rempah; perisa artifisial teh hijau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;Oishi Snack Stick Makado Sapi Panggang;Hana snack stick kentang rasa sapi panggang;4;0;serpihan kentang,Askorbil Palamitat,pewarna alami kurkumin ci,minyak nabati,antioksidan tbhq,tepung terigu,tepung beras,bumbu rasa bbq,megandung ekstrak sapi,penguat rasa mononatrium glutamat,dinatrium inosinat,dinatrium guanilat,gula,garam;serpihan kentang antioksidan askorbil palmitat; pewarna alami kurkumin cl ; minyak nabati antioksidan tbhq; tepung terigu; tepung beras; bumbu rasa bbq megandung ekstrak sapi ;; penguat rasa mononatrium glutamat; dinatrium inosinat; dinatrium guanilat; gula,garam;;;;;;;;;;;;;;;;;;;;;;;;;;
348;Monde Butter Cookies;Clarinta cookies;4;0;tepung terigu,mentega,gula,telur,kelapa bubuk,pengembang,Amonium Bikarbonat,natrium bikarbonat,sirup glukosa,garam,kismis,vanili;tepung terigu; mentega; gula; telur; kelapa bubuk; pengembang amonium bikarbonat,natrium bikarbonat; sirup glukosa; garam; kismis; vanili;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Garuda Kacang Garing;Kacang garing marroan;4;0;kacang tanah,garam;kacang tanah; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;Buavita Juice Mango;Juice mango;4;0;air,sari buah,mangga,pir,sukrosa,perisa sintetik mangga,penstabil nabati,garam,pewarna alami karoten ci,pengatur keasaman,sitrat,vitamin a,vitamin b,vitamin b,vitamin b,antioksidan alfa tokoferol;air; sari buah mangga; pir; sukrosa; perisa sintetik mangga; penstabil nabati; garam; pewarna alami karoten cl ; pengatur keasaman,sitrat,vit a; vit b; vit b; vit b; antioksidan alfa tokoferol;;;;;;;;;;;;;;;;;;;;;;;;
354;Indomaret Kacang Bumbu;Bumbu kacang;4;0;kacang tanah,bawang putih,daun jeruk,gula,garam,cabai,tepung terigu;kacang tanah; bawang putih; daun jeruk; gula; garam; cabe,tepung terigu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;Indomaret Keripik Singkong Tradisional;Keripik singkong;4;0;singkong,bawang putih,garam,gula halus,minyak nabati;singkong; bawang putih; garam; gula halus; minyak nabati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Ichitan Thai Milk Green Tea Drink;Tea and tea thai green milk tea;4;0;air,gula,krimer nabati,susu bubuk skim,penstabil nabati,perisa sintetik,ekstrak teh,pengatur keasaman,natrium sitrat,pengemulsi nabati ester sukrosa asam lemak,garam,penstabil nabati natrium hidrogen karbonat,pewarna sintetik;air; gula; krimer nabati; susu bubuk skim; penstabil nabati; perisa sintetik; ekstrak teh; pengatur keasaman,natrium sitrat; pengemulsi nabati ester sukrosa asam lemak; garam; penstabil nabati natrium hidrogen karbonat; pewarna sintetik;;;;;;;;;;;;;;;;;;;;;;;;;
361;Chitato Snack Potato Chips Sapi Panggang;Hana snack potato bambu rasa sapi panggang;4;0;kentang,minyak kelapa sawit,bumbu rasa sapi panggang,kedelai,susu,ikan,gandum,ekstrak daging sapi,penguat rasa mononatrium glutamat,dinatrium inosinat dinatrium guanilat;kentang ; minyak kelapa sawit; bumbu rasa sapi panggang kedelai; susu; ikan; gandum; ekstrak daging sapi ; penguat rasa mononatrium glutamat; dinatrium inosinat dinatrium guanilat;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;Chitato Snack Potato Chips Sapi Panggang;Hana snack potato bambu rasa sapi panggang;4;0;kentang,minyak kelapa sawit,bumbu rasa sapi panggang,antioksidan tbhq,vitamin,a,c,mineral,kalsium,zat besi;kentang; minyak kelapa sawit; bumbu rasa sapi panggang; antioksidan tbhq; vitamin a  c,mineral kalsium  zat besi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;Chitato Snack Potato Chips Sapi Panggang;Hana snack potato bambu rasa sapi panggang;4;0;kentang,minyak kelapa sawit,bumbu rasa sapi panggang,penguat rasa mononatrium glutamat,dinatrium inosinat,dinatrium guanilat,antioksidan tbhq;kentang; minyak kelapa sawit; bumbu rasa sapi panggang penguat rasa mononatrium glutamat; dinatrium inosinat; dinatrium guanilat,antioksidan tbhq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;Chitato Snack Potato Chips Sapi Panggang;Hana snack potato bambu rasa sapi panggang;4;0;kentang,minyak olein kelapa sawit,bumbu rasa sapi panggang,ekstrak daging sapi;kentang ; minyak olein kelapa sawit; bumbu rasa sapi panggang; ekstrak daging sapi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;Kacang Telor;Kacang telor rds production;4;0;kacang tanah,tepung terigu,tepung tapioka,minyak nabati,gula,telur,garam,bawang merah,bawang putih,penguat rasa mononatrium glutamat,bubuk merica;kacang tanah; tepung terigu; tepung tapioka; minyak nabati; gula; telur; garam; bawang merah; bawang putih; penguat rasa mononatrium glutamat; bubuk merica;;;;;;;;;;;;;;;;;;;;;;;;;;
366;Samyang Mie Instant Goreng Pedas Ayam;Mie goreng ayam asam pedas;4;0;tepung terigu,minyak kelapa,garam,pati kentang,minyak kedelai,gula,pemantap gum guar,air,kecap,gula,ekstrak daging ayam,bumbu rasa ayam,lada merah,minyak kedelai,bawang bombay bubuk,lada merah ekstrak ragi,bawang putih bubuk,lada hitam,wijen,rumput laut kering;mi tepung terigu; minyak kelapa; garam; pati kentang; minyak kedelai; gula; pemantap gum guar; bumbu air; kecap; gula; ekstrak daging ayam; bumbu rasa ayam; lada merah; minyak kedelai; bawang bombay bubuk; lada merah ekstrak ragi; bawang putih bubuk; lada hitam flake wijen; rumput laut kering;;;;;;;;;;;;;;;;;;
367;Samyang Mie Instant Goreng Pedas Ayam;Mie goreng ayam asam pedas;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;Nescafe Black Coffee;Roti black coffee;4;0;air,gula,kopi bubuk instant,pengatur keasaman,pemantap,pemanis buatan assusulfam-k;air; gula; kopi bubuk instant ; pengatur keasaman; pemantap; pemanis buatan assusulfamk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;Excelso Kopi Arabica;Kopi donomerto arabica;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;Aik Cheong Teh Tarik;Teh tarik az-zikra;4;0;krimer,sirup glukosa,minyak inti kelapa sawit terhidrogen,natrium kaseinat,protein susu,bahan pengemulsi e,bahan penstabil e,bahan anti-gempal e,pewarna alami ea,gula,teh instan;krimer sirup glukosa; minyak inti kelapa sawit terhidrogen; natrium kaseinat protein susu; bahan pengemulsi e; bahan penstabil e; bahan antigempal e; pewarna alami ea; gula,teh instan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;Aik Cheong Teh Tarik;Teh tarik az-zikra;4;0;krimer nabati,gula,teh;krimer nabati; gula;,teh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;Top Coffee Kopi Gula Susu 3 In 1;Seruput minuman serbuk kopi gula susu 3 in 1;4;0;gula,krimer nabati,kopi bubuk,susu bubuk;gula; krimer nabati; kopi bubuk; susu bubuk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;Nestle Snack Crunch Chips Chocolate Originale;Crunch chips chocolate originale;4;0;gula,tepung gandum,minyak nabati,tepung beras,bubuk kakao,susu bubuk skim,pati tapioka,pati jagung,mineral,kalsium karbonat,garam,penstabil nabati,pengemulsi lesitin,kedelai,perisa sintetik,antioksidan tokoferol;gula; tepung gandum ; minyak nabati; tepung beras; bubuk kakao; susu bubuk skim ; pati tapioka; pati jagung; mineral kalsium karbonat; garam; penstabil nabati; pengemulsi lesitin; kedelai; perisa sintetik;,antioksidan tokoferol;;;;;;;;;;;;;;;;;;;;;;
379;Cap Badak Larutan Penyegar Putih;Larutan penyegar cap badak,kaleng;4;0;gipsum fibrosum g,galcarecus spar g;gipsum fibrosum g; galcarecus spar g; bahan bahan lain sampai ml;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;Cap Badak Larutan Penyegar Putih;Larutan penyegar cap badak,kaleng;4;0;gipsum fibrosum g,galcareous spar ml,bahan-bahan lain sampai ml;gipsum fibrosum g; galcareous spar ml; bahanbahan lain sampai ml;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;Frestea Minuman Teh Aroma Melati;Nutu minuman teh hijau aroma melati;4;0;air,gula,teh,pengatur keasaman,natrium karbonat,antioksia,natrium askorbat,perisa identik alam;air; gula; teh ; pengatur keasaman,natrium karbonat; antioksia,natrium askorbat,perisa identik alam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;Frestea Minuman Teh Aroma Melati;Nutu minuman teh hijau aroma melati;4;0;air,gula,ekstrak teh,na-bikarbonat,na-askorbat,perisa;air; gula; ekstrak teh; nabikarbonat; naaskorbat,perisa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;Harada Green Tea Bag;Tema green tea;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;Muria Telur Ikan;Telur ikan merk indosari;4;0;tapioka,garam,air,gula,penyedap rasa ikan,minyak goreng;tapioka; garam; air; gula; penyedap rasa ikan; minyak goreng;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;Hollanda Butter Cookies;Clarinta cookies;4;0;tepung terigu,mentega,gula,telur,kelapa bubuk,pengembang,sirup glukosa;tepung terigu; mentega; gula; telur; kelapa bubuk; pengembang; sirup glukosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Oishi Snack Pillows Ubi;Ubi zalwa;4;0;tepung terigu,gula,beras,minyak nabati,antioksidan tbhq,whey bubuk,susu bubuk,krimer nabati,garam,pengemulsi,lesitin kedelai,pewarna makanan,merah allura ci,biru allura fcf ci,eritrosin cl ;tepung terigu; gula; beras; minyak nabati antioksidan tbhq; whey bubuk; susu bubuk;krimer nabati; garam; pengemulsi lesitin kedelai;pewarna makanan merah allura cl ; biru allura fcf cl ; eritrosin cl ;;;;;;;;;;;;;;;;;;;;;;;;;
391;Kobe Tepung Roti;Menil tepung premix roti;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;Indomaret Jam Pineapple;Pineapple jam;4;0;gula,buah nanas,air,pengental pektin,pengatur keasaman,asam sitrat,pengemulsi,penstabil nabati,perisa sintetik nanas,pengawet kalium sorbat,pewarna makanan;gula; buah nanas; air; pengental pektin; pengatur keasaman,asam sitrat; pengemulsi  penstabil nabati; perisa sintetik nanas; pengawet kalium sorbat; pewarna makanan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;Caffino Kopi Instant 3 In 1 Classic;Kopi hijrah sachet 3 in 1;4;0;gula,krimer minuman,kopi bubuk instant,susu skim bubuk,karamel bubuk,perisa sintetik Vanili,garam,pemanis alami glikosida steviol;gula; krimer minuman; kopi bubuk instant ; susu skim bubuk ; karamel bubuk; perisa sintetik vanila; garam; pemanis alami glikosida steviol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;Totole Bumbu Kaldu Jamur;Gurih-ya kaldu jamur;4;0;garam,penguat rasa,mononatrium glutamat,dinatrium ribonukleotida,beras,gula pasir,hidrolisa protein nabati,perisa alami,jamur;garam; penguat rasa mononatrium glutamat; dinatrium ribonukleotida; beras; gula pasir; hidrolisa protein nabati; perisa alami; jamur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;Totole Bumbu Kaldu Jamur;Gurih-ya kaldu jamur;4;0;garam,tepung penguat rasa,beras,gula,hidrolisa protein,nabati,perisa alami jamur;garam; tepung penguat rasa; beras; gula; hidrolisa protein; nabati; perisa alami jamur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;Dk Kacang Sukro;Kacang sukro merk aiti;4;0;tepung tapioka,kacang tanah,bawang putih,garam,penguat rasa mononatrium glutamat,gula,pemanis buatan asesulfame-k,adi,aspartam,adi,;tepung tapioka; kacang tanah; bawang putih; garam; penguat rasa mononatrium glutamat; gula; pemanis buatan asesulfamek mgsaji adi  mgkg berat ba,; aspartam mgsaji adi  mgkg berat ba,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;Mr.Bread Roti Isi Abon Ayam Mayo Pedas;Roti abon ayam pedas;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;Maya sarden In Tomato Sauce;Adabi sarden in tomato sauce;4;0;sardens,tomato pasta,starch,sugar,Garam;sardens; tomato pasta; starch; sugar; salt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;Indomaret Jam Strawberry;Strawberry jam;4;0;gula,buah stroberi,air,pengental pektin,pengatur keasaman,asam sitrat,pengemulsi,penstabil nabati,perisa sintetik stroberi,pengawet kalium sorbat,pewarna makanan;gula; buah stroberi; air; pengental pektin; pengatur keasaman,asam sitrat; pengemulsi  penstabil nabati; perisa sintetik stroberi; pengawet kalium sorbat; pewarna makanan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;Fiesta Mackerel In Chili Sauce;Mackerel in chili sauce  pronas;4;0;ikan makarel,pasta tomat,gula,cabai kecil,penstabil dipati fosfat terasetilasi,bawang putih,garam,cabai besar,penguat rasa mononatrium glutamat,pengatur keasaman,asam asetat,paprika,merica;ikan makarel; pasta tomat; gula; cabai kecil; penstabil dipati fosfat terasetilasi; bawang putih; garam; cabai besar; penguat rasa mononatrium glutamat; pengatur keasaman,asam asetat; paprika; merica;;;;;;;;;;;;;;;;;;;;;;;;;
402;Indomaret Gula Halus;Gula halus;4;0;gula halus;gula halus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;Kraft Keju Cake;Sponge keju cake;4;0;tepung terigu,gula,sirup glukosa,keju bubuk,pewarna kuning fcf ci,kurkumin ci,telur,humektan,gliserol,sorbitol,keju kraft cheddar,pengawet,nisin,asam sorbat,pewarna,annatto ci,minyak nabati,pati jagung,kalsium karbonat,pengemulsi nabati,susu bubuk skim,garam,pengembang,natrium bikarbonat,natrium asam pirofosfat,pengatur keasaman,asam sitrat,pengawet,kalium sorbat,perisa artifisial mentega,vitamin d;tepung terigu; gula; sirup glukosa; keju bubuk pewarna kuning fcf ci ; kurkumin ci ; telur; humektan gliserol  sorbitol; keju kraft cheddar  pengawet nisin,asam sorbat; pewarna annatto ci ; minyak nabati; pati jagung; kalsium karbonat; pengemulsi nabati; susu bubuk skim ; garam; pengembang natrium bikarbonat,natrium asam pirofosfat; pengatur keasaman,asam sitrat; pengawet kalium sorbat; perisa artifisial mentega; vitamin d;;;;;;;;;;;;;;;;;
409;Mogu-Mogu Minuman Nata De Coco Lychee;Arora minuman nata de coco;4;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;Kapal Api Kopi Bubuk Special Mix;Kopi kapal api special mix,susu/tanpa susu;3,84615E+16;0;gula,kopi bubuk;gula; kopi bubuk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;Goody Pudding With Nata De Coco 3's Lychee;Frestea lychee with nata de coco;3,84615E+16;0;air,nata de coco,gula,sari buah Leci,susu bubuk,ekstrak rumput laut,pengatur keasaman,;air ; nata de coco ; gula ; sari buah lychee ; susu bubuk ; ekstrak rumput laut ; pengatur keasaman,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;Filippo Berio Olive Oil Extra Virgin Spray;Tropicana slim extra virgin olive oil spray;3,84615E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;Javana Minuman Teh Melati;Aromma minuman teh melati;375;0;air,gula,daun teh melati,daun teh dengan bunga melati,antioksidan vitamin c,perisa identik alami teh melati;air; gula; daun teh melati daun teh dengan bunga melati; antioksidan vitamin c; perisa identik alami teh melati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;Hampton Chocolate Chip Cookies;Chocolate chip cookies;375;0;tepung terigu,mentega,minyak nabati,gula merah,gula pasir,telur,cokelat chip,garam,soda kue,perisa gluten,susu,telur;tepung terigu; mentega; minyak nabati; gula merah; gula pasir; telur; coklat chip; garam; soda kue,perisa gluten; susu,telur;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;S-Tee Minuman Teh Melati;Aromma minuman teh melati;375;0;air,gula,teh melati,antioksidan ;air; gula; teh melati ;,antioksidan ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;Nu Minuman Green Tea Honey;Honey lemon green tea;375;0;air,gula,daun teh hijau,madu,antioksidan vitamin c,perisa identik alami madu;air; gula; daun teh hijau ;; madu ;; antioksidan vitamin c; perisa identik alami madu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;Qtela Keripik Tempe Cabe Rawit;Keripik kentang rasa cabe rawit;375;0;tempe,minyak kelapa sawit antioksidan tbhq,tepung beras,tapioka,campuran bumbu,penguat rasa mononatrium glutamat,dinatrium inosinat,dinatrium guanilat,Asam Askorbat,tepung telur;tempe; minyak kelapa sawit antioksidan tbhq; tepung beras; tapioka; campuran bumbu penguat rasa mononatrium glutamat; dinatrium inosinat; dinatrium guanilat; antioksidan asam askorbat; tepung telur;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;Nissin Cookies Sagu Keju;Flamboyan sagu keju cookies;375;0;tepung sagu,gula,lemak nabati,telur,tepung tapioka,keju cheddar,susu bubuk full cream,garam,perisa sintetik Vanili;tepung sagu; gula; lemak nabati; telur; tepung tapioka; keju cheddar; susu bubuk full cream; garam; perisa sintetik vanila;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;Sasa Tepung Goreng Pisang;Seri-aji tepung goreng pisang;375;0;tepung beras,gula,tepung tapioka,garam,Tepung Telur,pengembang natrium bikarbonat,perisa artifisial,penguat rasa dinatrium inosinat,guanilat;tepung beras; gula; tepung tapioka; garam; tepung tetlur; pengembang natrium bikarbonat; perisa artifisial; penguat rasa dinatrium inosinat,guanilat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;Sariwangi Teh Melati 25 Teh Celup;Teh melati celup gambyong kemuning;375;0;teh melati;teh melati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;Monde Biskuit Bourbon Cokelat;Homimi biskuit rasa cokelat;375;0;tepung terigu,gula,lemak nabati,antioksidan alfa tokoferol,bha,cokelat bubuk,susu bubuk,garam,pengembang,amonium bikarbonat,natrium bikarbonat,perisa cokelat;tepung terigu; gula; lemak nabati antioksidan alfa tokoferol; bha; coklat bubuk; susu bubuk; garam; pengembang amonium bikarbonat; natrium bikarbonat; perisa coklat;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;Indomaret Keripik Buah Apel;Garden fruit keripik buah apel;375;0;buah apel,minyak nabati;buah apel; minyak nabati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;Indofood Sambal Ekstra Pedas;Sambal bawang ekstra pedas sriwon food;375;0;air,cabai,gula,garam,pengental nabati,penguat rasa,ekstrak ragi,bumbu,rempah-rempah rempah,pengatur keasaman,pencita rasa bawang putih,pengawet,natrium benzoat,natrium metabisulfit;air; cabai; gula; garam; pengental nabati; penguat rasa ekstrak ragi; bumbu  rempahrempah; pengatur keasaman; pencita rasa bawang putih; pengawet natrium benzoat; natrium metabisulfit;;;;;;;;;;;;;;;;;;;;;;;;;;
444;Twistko Snack Jagung Bakar;Ceumilanku basreng rasa jagung bakar;375;0;jagung,beras,minyak sayur,garam,gula,perisa jagung,perisa bbq,penguat rasa mononatrium glutamat,pewarna makanan cokelat ht ci,kuning fcf ci ;jagung; beras; minyak sayur; garam; gula; perisa jagung; perisa bbq; penguat rasa mononatrium glutamat; pewarna makanan coklat ht ci ; kuning fcf ci ;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;Twistko Snack Jagung Bakar;Ceumilanku basreng rasa jagung bakar;375;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;Rumah Lemon Pekanbaru Sari Lemon;Le fame sari lemon 200ml;375;0;  lemon;  lemon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;Verlin Crunchy Granola Hazelnut Dark Chocolate;Golite granola dark choco hazelnut;375;0;havermut utuh,kacang mede,biji labu,biji chia,biji flax,quinoa,green tea powder,jagung kering giling,madu,garam laut himalaya,kulit gandum,minyak kelapa,kurma,Rice Crispy;havermut utuh; kacang mede; biji labu; biji chia; biji flax; quinoa; green tea powder; jagung kering giling; madu; garam laut himalaya; kulit gandum; minyak kelapa; kurma; rice cripsy;;;;;;;;;;;;;;;;;;;;;;;
